VPC ID,Structure,SMILES,Mol Weight,IC50_eGFP,PSA IC50 (uM),% Growth@50uM (MTS),% Peptide Displacement@50uM (FP),% AR Inhibition@50/25uM (eGFP),% AR Inhibition@3uM (eGFP),CV_eGFP (50uM),CV_eGFP (3uM),CV_FP,Half Life,,U-shaper,
13512,,Brc1cc2c(C3C(C)(C)c4c(N3)ccc(Br)c4)c[nH]c2cc1,420.15,6.00,,,,,,,,,,,,
13514,,O(CCn1c2c(c(C3C(C)(C)c4c(N3)cccc4)c1)cccc2)c1cc(C)ccc1,396.53,5.00,,,,,40.00,,,,,,,
13515,,CC1(C)C(c2c3c([nH]c2)cccc3)Nc2c1cccc2.Cl,298.81,,,,,,94.91,,,,,,0,
13516,,Cn1c2c(c(C3C(C)(C)c4c(N3)cccc4)c1)cccc2.Cl,312.84,3.60,,,,,70.00,,,,,,,
13521,,Clc1cc2[nH]cc(C3C(C)(C)c4c(N3)cccc4)c2cc1,296.80,0.40,0.26,,,,112.91,,,,,,0,
13522,,Clc1cc2c(C3C(C)(C)c4c(N3)cccc4)c[nH]c2cc1,296.80,3.40,2.19,,,,95.24,,,,,,,
13524,,S(=O)(=O)(CC12C(C)(C)C(CC1=O)CC2)n1c2c(c(C3C(C)(C)c4c(N3)cccc4)c1)cccc2,476.64,4.90,6.65,,,,,,,,,,,
13525,,Oc1ccc(CN2C(c3c4c([nH]c3)cccc4)C(C)(C)c3c2cccc3)cc1,368.48,3.10,7.09,,,,,,,,,,,
13530,,O=[N+]([O-])c1cc2c(C3C(C)(C)c4c(N3)cccc4)c[nH]c2cc1,307.35,4.70,1.60,,,,,,,,,,,
13531,,Fc1cc2c(C3C(C)(C)c4c(N3)cccc4)c[nH]c2cc1,280.35,1.50,,,,,,,,,,,,
13532,,O=C(OCC)CN1C(c2c3c([nH]c2)cccc3)C(C)(C)c2c1cccc2,348.45,2.80,3.10,,,,,,,,,,,
13534,,c1(C2C3(c4c(N2)cccc4)CCCCC3)c2c([nH]c1)cccc2,302.42,0.80,1.25,,,,,,,,,,0,
13535,,Cc1cc2c(C3C(C)(C)c4c(N3)cccc4)c[nH]c2cc1,276.38,1.50,1.87,,,,,,,,,,0,
13536,,O(C)c1cc2c(C3C(C)(C)c4c(N3)cccc4)c[nH]c2cc1,292.38,2.20,2.52,,,,,,,,,,0,
13537,,CC1(C)C(c2c3c([nH]c2)nccc3)=Nc2c1cccc2,261.33,0.70,0.81,,,,,,,,,,0,
13538,,Nc1cc2c(C3C(C)(C)c4c(N3)cccc4)c[nH]c2cc1,277.37,7.70,,,,,,,,,,,,
13540,,Brc1cc2c([nH]c(-c3sc4c(n3)cccc4)c2)cc1,329.22,2.50,,,,,,,,,,,,
13541,,Oc1c2[nH]cc(C3C(C)(C)c4c(N3)cccc4)c2ccc1,278.36,0.50,0.94,,,,,,,,,,0,
13542,,Oc1cc2[nH]cc(C3C(C)(C)c4c(N3)cccc4)c2cc1,278.36,5.70,,,,,,,,,,,,
13543,,O(Cc1ccccc1)c1c2[nH]cc(C3C(C)(C)c4c(N3)cccc4)c2ccc1,368.48,3.70,3.19,,,,,,,,,,,
13544,,O(Cc1ccccc1)c1cc2[nH]cc(C3C(C)(C)c4c(N3)cccc4)c2cc1,368.48,11.40,,,,,,,,,,,,
13545,,O=C(OCC)C1(c2c3c([nH]c2)cccc3)C(=O)c2c(N1)cccc2,320.35,4.90,2.92,,,,,,,,,,,
13547,,Cc1c2c(nc(-c3c4c([nH]c3)cccc4)c1)cccc2,258.32,5.60,,,,,,,,,,,,
13548,,Cc1cc2c(C3C4(c5c(N3)cccc5)CCCCC4)c[nH]c2cc1,316.45,3.20,4.24,,,,,,,,,,,
13549,,Cc1cc2[nH]cc(C3C4(c5c(N3)cccc5)CCCCC4)c2cc1,316.45,1.70,2.57,,,,,,,,,,,
13550,,O(Cc1ccccc1)c1cc2[nH]cc(C3C4(c5c(N3)cccc5)CCCCC4)c2cc1,408.55,11.80,,,,,,,,,,,,
13551,,Oc1cc2[nH]cc(C3C4(c5c(N3)cccc5)CCCCC4)c2cc1,318.42,15.50,,,,,,,,,,,,
13552,,Oc1c2[nH]cc(C3C4(c5c(N3)cccc5)CCCCC4)c2ccc1,318.42,1.10,1.14,,,,,,,,,,0,
13554,,O(C)c1c2[nH]cc(-c3nc4c(c(C)c3)cccc4)c2ccc1,288.35,0.60,0.67,,,,,,,,,,0,
13556,,CC1(C)C(c2c3c([nH]c2)nccc3)Nc2c1cccc2,263.34,2.10,2.18,,,,,,,,,,,
13558,,OCc1c2[nH]cc(C3C(C)(C)c4c(N3)cccc4)c2ccc1,292.38,1.60,,,,,,,,,,,,
13559,,c1(C=2C3(c4c(N=2)cccc4)CCCCC3)c2c([nH]c1)nccc2,301.39,6.60,,,,,,,,,,,,
13560,,CC1(C)C(c2c3c([nH]c2)nccc3)Nc2c1cccc2,263.34,2.30,,,,,,,,,,,,
13561,,CC1(C)C(c2c3c([nH]c2)cncc3)Nc2c1cccc2,263.34,10.70,,,,,,,,,,,,
13563,,O(Cc1ccccc1)c1cc2[nH]cc(C3Nc4c(ccc(OCc5ccccc5)c4)C3)c2cc1,446.55,"1,000.00",,,,,,,,,,,,
13564,,O=C(OC)N1C(c2c3c([nH]c2)cccc3)Cc2c1cccc2,292.34,5.10,,,,,,,,,,,,
13565,,Brc1cc2[nH]cc(C3Nc4c(ccc(Br)c4)C3)c2cc1,392.09,4.10,,,,,,,,,,,,
13578,,Cc1c2[nH]cc(-c3sc4ncccc4c3)c2ccc1,264.35,"1,000.00","1,000.00",,,,,,,,,,,
13588,,O=C(C)c1ccc(-c2nc3c(cc2)cccc3)cc1,247.30,"1,000.00",6.56,,,,,,,,,,,
13590,,c1(-c2cnccc2)n[nH]c2c1cccc2,195.23,"1,000.00","1,000.00",,,,,,,,,,,
13640,,Clc1c2c(-c3nc4c(cc3)cccc4)c[nH]c2c(Cl)cc1,313.18,12.70,,,,,,,,,,,,
13677-1,,Brc1c2nc(-c3c4c(c(C)ccc4)[nH]c3)ccc2ccc1,337.22,0.20,0.15,,,,,,,,,,1,
13705,,Clc1c2nc(-c3c4c(c(C)cc(F)c4)[nH]c3)cnc2ccc1,311.74,"1,000.00","1,000.00",,,,,,,,106.00,,,
13739,,c1(-c2ccccc2)c2c([nH]c1)nccc2,194.24,0.70,0.68,,,,,,,,,,0,
13740,,Fc1ccc(-c2c3c([nH]c2)nccc3)cc1,212.23,0.10,0.12,,,,,,,,,,0,
13741,,FC(F)(F)c1cnc(-c2c3c([nH]c2)cccc3)cc1,262.24,0.30,0.30,,,,,,,,,,0,
13742,,Fc1cnc(-c2c3c([nH]c2)cccc3)cc1,212.23,0.20,0.21,,,,,,,,,,0,
13743,,FC(F)(F)c1ccc(-c2c3c([nH]c2)cccc3)cc1,261.25,0.40,0.39,,,,,,,,,,0,
13744,,Cc1c2[nH]cc(-c3cc4ncccc4cc3)c2ccc1,258.32,0.80,0.75,,,,,,,,,,0,
13745,,FC(F)(F)c1c(-c2c3c([nH]c2)cccc3)cccc1,261.25,1.00,0.95,,,,,,,,,,0,
13746,,Clc1c2[nH]cc(-c3nc4c(c(C(=O)N)ccc4)cc3)c2cc(F)c1,339.75,"1,000.00","1,000.00",,,,,,,,,,,
13747,,Fc1c2[nH]cc(-c3nc4c(c(C(=O)N)ccc4)cc3)c2cc(F)c1,323.30,"1,000.00","1,000.00",,,,,,,,,,,
13748,,Clc1c2[nH]cc(-c3nc4c(c(Cl)ccc4)cc3)c2ccc1,313.18,"1,000.00","1,000.00",,,,,,,,,,,
13749,,Fc1c(F)c2[nH]cc(-c3nc4c(cc(F)cc4)cc3)c2cc1F,316.26,0.30,0.23,,,,,,,,,,0,
13750,,Clc1c2c(nc(-c3c4c(c(F)c(F)c(F)c4)[nH]c3)cc2)ccc1,332.71,"1,000.00","1,000.00",,,,,,,,42.60,,,
13751,,Fc1c(F)c2[nH]cc(-c3nc4c(c(F)ccc4)cc3)c2cc1F,316.26,"1,000.00","1,000.00",,,,,,,,,,,
13752,,Fc1c(F)cc(F)c2[nH]cc(-c3nc4c(F)cccc4cc3)c12,316.26,0.40,0.26,,,,,,,,7.94,,0,
13753,,Clc1c2c(nc(-c3c4c(F)c(F)cc(F)c4[nH]c3)cc2)ccc1,332.71,0.20,0.10,,,,,,,,,,1,
13754,,Fc1c(F)c2[nH]cc(-c3nc4c(c(C(=O)NC)ccc4)cc3)c2cc1F,355.32,0.10,0.05,,,,,,,,,,0,
13755,,Clc1c2nc(-c3c4c(c(F)c(F)c(F)c4)[nH]c3)ccc2c(C(=O)NC)cc1,389.76,0.50,0.47,,,,,,,,,,0,
13756,,Cn1c2c(cc(-c3cc4c(cc3)cccc4)cc2)cc1,257.34,2.00,1.49,,,,,,,,,,,
13757,,Cc1c2[nH]cc(-c3cc4scnc4cc3)c2ccc1,264.35,"1,000.00",,,,,,,,,,,,
13758,,Cc1c2[nH]cc(-c3cc4scnc4cc3)c2ccc1,264.35,2.00,0.38,,,,,,,,,,,
13759,,Cc1c2[nH]cc(-c3cc4ocnc4cc3)c2ccc1,248.29,0.30,0.27,,,,,,,,17.79,,0,
13760,,Cc1c2[nH]cc(-c3sc4c(n3)cccc4)c2ccc1,264.35,0.10,0.05,,,,,,,,35.03,,1,
13761,,FC(F)(F)c1c2c(nc(-c3c4c(c(F)c(F)c(F)c4)[nH]c3)cc2)ccc1,366.27,0.50,0.38,,,,,,,,66.77,,0,
13762,,Fc1c(F)c2[nH]cc(-c3nc4c(nc3)ccc(F)c4)c2cc1F,317.25,0.50,0.42,,,,,,,,119.93,,0,
13763,,FC(F)(F)c1ccc(-c2c3ncccc3[nH]c2)cc1,262.24,0.60,0.67,,,,,,,,,,0,
13764,,Fc1cc2[nH]cc(-c3nc4c(cc3)cccc4)c2cc1,262.29,0.10,0.08,,,,,,,,19.98,,0,
13765,,Cc1c2[nH]cc(-c3nc4c(cncc4)cc3)c2ccc1,259.31,"1,000.00","1,000.00",,,,,,,,,,,
13766,,Brc1sc(-c2c3c(c(C)ccc3)[nH]c2)nc1,293.18,0.00,0.02,,,,,,,,32.15,,likely,0.05 egfp
13767,,O=C(C)c1ccc(-c2c3ncccc3[nH]c2)cc1,236.27,1.00,0.62,,,,,,,,,,0,
13768,,O(C)c1ccc(-c2c3ncccc3[nH]c2)cc1,224.26,2.10,1.28,,,,,,,,,,,
13769,,Clc1c2c(nc(-c3c4c(c(F)c(F)c(F)c4)[nH]c3)cc2)ccc1,332.71,"1,000.00",,,,,,,,,40.99,,,
13770,,Fc1c(F)c2[nH]cc(-c3nc4c(cc3)cccc4)c2cc1F,298.27,0.10,0.02,,,,,,,,14.83,,1,
13771,,Fc1c(C)c2[nH]cc(-c3nc4c(c(C(=O)NC)ccc4)cc3)c2cc1F,351.36,0.20,0.09,,,,,,,,68.82,,0,
13772,,Fc1c(F)c2[nH]cc(-c3nc4c(cc3)ccc(F)c4)c2cc1F,316.26,0.20,0.17,,,,,,,,47.68,,0,
13773,,Clc1c2nc(-c3c4c(c(F)c(F)c(F)c4)[nH]c3)ccc2ccc1,332.71,0.30,0.30,,,,,,,,116.41,,0,
13774,,Fc1c(F)c2[nH]cc(-c3nc4c(F)cccc4cc3)c2cc1F,316.26,0.70,0.77,,,,,,,,2.00,,0,
13775,,Fc1c(N2CCOCC2)c2[nH]cc(-c3nc4c(c(C(=O)NC)ccc4)cc3)c2cc1F,422.44,3.70,,,,,,,,,299.97,,,
13776,,Fc1c(F)c2[nH]cc(-c3nc4c(cc(F)cc4)cc3)c2cc1F,316.26,0.20,0.20,,,,,,,,,,0,
13789,,Fc1c(F)c2[nH]cc(-c3nc4c(c(C(=O)NC(C)C)ccc4)cc3)c2cc1F,383.37,0.10,0.16,,,,,,,,,,0,
